ERRO,COMANDO,NOMECAT,IDPRODUTO,CODPROD,NOMEPROD,PESO,DESCRICAO,DESCRLONGA,DESCRURL,URLTARGET,ESTOQUE,ESTOQUEMINIMO,DISPONIVEL,ICMS,CUSTO,PRECO,PRECOPROM,PRECOB2B,PRECOB2BPROM,DATAPROMINICIO,DATAPROMFIM,LANCAMENTO,EMDESTAQUE,IMAGEMPROD,IMAGEMDET,IMAGEMAMP,ADICIONAL1,ADICIONAL2,ADICIONAL3,ADICIONALD1,ADICIONALD2,ADICIONALD3,CORES,ORDEMPROD,IDPRODUTOPAI,RAMOPROD,MAISPROD,DATAVENCIMENTO,DIASAVISOVENCIMENTO,DIASREPOSICAO,IDPARCEIROPROD,DESCRHTM,METAKEYWORDSPROD,MAXPARCELASPROD,XMLPARCELASPROD,CODBARRASPROD,EMBALAVEL,ISPRODUTOGRANDE,LARGURAPROD,ALTURAPROD,PROFUNDIDADEPROD,CODVIDEO,PRODMPN,TITLEPROD,URLPROD,VENDACONJUNTA,METADESCRIPTIONPROD,IDSFILTROITEM
"IDProduto não encontrado","A","Cook Premium",0,"6013268-1/27","Cook Premium Kit 4 Branco/Lavanda",1,11,"Cook Premium Kit 4 Branco/Lavanda","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_1_27a.jpg,6013268_1_27b.jpg","6013268_1_27a.jpg,6013268_1_27b.jpg","","","","","","","",66755,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013268-1/28","Cook Premium Kit 4 Branco/IpÃª",1,11,"Cook Premium Kit 4 Branco/IpÃª","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_1_28a.jpg,6013268_1_28b.jpg","6013268_1_28a.jpg,6013268_1_28b.jpg","","","","","","","",66753,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013268-1/29","Cook Premium Kit 4 Branco/Alecrim",1,11,"Cook Premium Kit 4 Branco/Alecrim","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_1_29a.jpg,6013268_1_29b.jpg","6013268_1_29a.jpg,6013268_1_29b.jpg","","","","","","","",66754,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013268-1/30","Cook Premium Kit 4 Branco/Pitanga",1,11,"Cook Premium Kit 4 Branco/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_1_30a.jpg,6013268_1_30b.jpg","6013268_1_30a.jpg,6013268_1_30b.jpg","","","","","","","",66756,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013268-2/2","Cook Premium Kit 4 Preto/Preto",1,11,"Cook Premium Kit 4 Preto/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_2_2a.jpg,6013268_2_2b.jpg","6013268_2_2a.jpg,6013268_2_2b.jpg","","","","","","","",38710,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013268-25/1","Cook Premium Kit 4 Cobre/Branco",1,11,"Cook Premium Kit 4 Cobre/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_25_1a.jpg,6013268_25_1b.jpg","6013268_25_1a.jpg,6013268_25_1b.jpg","","","","","","","",66757,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013268-25/2","Cook Premium Kit 4 Cobre/Preto",1,11,"Cook Premium Kit 4 Cobre/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_25_2a.jpg,6013268_25_2b.jpg","6013268_25_2a.jpg,6013268_25_2b.jpg","","","","","","","",66758,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013268-26/30","Cook Premium Kit 4 Eco Metalic/Pitanga",1,11,"Cook Premium Kit 4 Eco Metalic/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013268_26_30a.jpg,6013268_26_30b.jpg","6013268_26_30a.jpg,6013268_26_30b.jpg","","","","","","","",66762,0,"",0,"","",0,0,"","","",0,0,"",True,False,75,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-1/1","Cook Premium Kit 5 Branco/Branco",1,68,"Cook Premium Kit 5 Branco/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_1_1a.jpg,6013269_1_1b.jpg","6013269_1_1a.jpg,6013269_1_1b.jpg","","","","","","","",38374,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-1/27","Cook Premium Kit 5 Branco/Lavanda",1,68,"Cook Premium Kit 5 Branco/Lavanda","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_1_27a.jpg,6013269_1_27b.jpg","6013269_1_27a.jpg,6013269_1_27b.jpg","","","","","","","",66755,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-1/28","Cook Premium Kit 5 Branco/IpÃª",1,68,"Cook Premium Kit 5 Branco/IpÃª","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_1_28a.jpg,6013269_1_28b.jpg","6013269_1_28a.jpg,6013269_1_28b.jpg","","","","","","","",66753,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-1/29","Cook Premium Kit 5 Branco/Alecrim",1,68,"Cook Premium Kit 5 Branco/Alecrim","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_1_29a.jpg,6013269_1_29b.jpg","6013269_1_29a.jpg,6013269_1_29b.jpg","","","","","","","",66754,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-1/30","Cook Premium Kit 5 Branco/Pitanga",1,68,"Cook Premium Kit 5 Branco/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_1_30a.jpg,6013269_1_30b.jpg","6013269_1_30a.jpg,6013269_1_30b.jpg","","","","","","","",66756,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-2/2","Cook Premium Kit 5 Preto/Preto",1,68,"Cook Premium Kit 5 Preto/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_2_2a.jpg,6013269_2_2b.jpg","6013269_2_2a.jpg,6013269_2_2b.jpg","","","","","","","",38710,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-25/1","Cook Premium Kit 5 Cobre/Branco",1,68,"Cook Premium Kit 5 Cobre/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_25_1a.jpg,6013269_25_1b.jpg","6013269_25_1a.jpg,6013269_25_1b.jpg","","","","","","","",66757,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-25/2","Cook Premium Kit 5 Cobre/Preto",1,68,"Cook Premium Kit 5 Cobre/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_25_2a.jpg,6013269_25_2b.jpg","6013269_25_2a.jpg,6013269_25_2b.jpg","","","","","","","",66758,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013269-26/30","Cook Premium Kit 5 Eco Metalic/Pitanga",1,68,"Cook Premium Kit 5 Eco Metalic/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013269_26_30a.jpg,6013269_26_30b.jpg","6013269_26_30a.jpg,6013269_26_30b.jpg","","","","","","","",66762,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-1/1","Cook Premium Kit 6 Branco/Branco",1,43,"Cook Premium Kit 6 Branco/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_1_1a.jpg,6013270_1_1b.jpg","6013270_1_1a.jpg,6013270_1_1b.jpg","","","","","","","",38374,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-1/27","Cook Premium Kit 6 Branco/Lavanda",1,43,"Cook Premium Kit 6 Branco/Lavanda","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_1_27a.jpg,6013270_1_27b.jpg","6013270_1_27a.jpg,6013270_1_27b.jpg","","","","","","","",66755,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-1/28","Cook Premium Kit 6 Branco/IpÃª",1,43,"Cook Premium Kit 6 Branco/IpÃª","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_1_28a.jpg,6013270_1_28b.jpg","6013270_1_28a.jpg,6013270_1_28b.jpg","","","","","","","",66753,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-1/29","Cook Premium Kit 6 Branco/Alecrim",1,43,"Cook Premium Kit 6 Branco/Alecrim","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_1_29a.jpg,6013270_1_29b.jpg","6013270_1_29a.jpg,6013270_1_29b.jpg","","","","","","","",66754,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-1/30","Cook Premium Kit 6 Branco/Pitanga",1,43,"Cook Premium Kit 6 Branco/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_1_30a.jpg,6013270_1_30b.jpg","6013270_1_30a.jpg,6013270_1_30b.jpg","","","","","","","",66756,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-2/2","Cook Premium Kit 6 Preto/Preto",1,43,"Cook Premium Kit 6 Preto/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_2_2a.jpg,6013270_2_2b.jpg","6013270_2_2a.jpg,6013270_2_2b.jpg","","","","","","","",38710,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-25/1","Cook Premium Kit 6 Cobre/Branco",1,43,"Cook Premium Kit 6 Cobre/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_25_1a.jpg,6013270_25_1b.jpg","6013270_25_1a.jpg,6013270_25_1b.jpg","","","","","","","",66757,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-25/2","Cook Premium Kit 6 Cobre/Preto",1,43,"Cook Premium Kit 6 Cobre/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_25_2a.jpg,6013270_25_2b.jpg","6013270_25_2a.jpg,6013270_25_2b.jpg","","","","","","","",66758,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013270-26/30","Cook Premium Kit 6 Eco Metalic/Pitanga",1,43,"Cook Premium Kit 6 Eco Metalic/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013270_26_30a.jpg,6013270_26_30b.jpg","6013270_26_30a.jpg,6013270_26_30b.jpg","","","","","","","",66762,0,"",0,"","",0,0,"","","",0,0,"",True,False,110,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-1/1","Cook Premium Kit 7 Branco/Branco",1,9,"Cook Premium Kit 7 Branco/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_1_1a.jpg,6013271_1_1b.jpg","6013271_1_1a.jpg,6013271_1_1b.jpg","","","","","","","",38374,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-1/27","Cook Premium Kit 7 Branco/Lavanda",1,9,"Cook Premium Kit 7 Branco/Lavanda","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_1_27a.jpg,6013271_1_27b.jpg","6013271_1_27a.jpg,6013271_1_27b.jpg","","","","","","","",66755,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-1/28","Cook Premium Kit 7 Branco/IpÃª",1,9,"Cook Premium Kit 7 Branco/IpÃª","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_1_28a.jpg,6013271_1_28b.jpg","6013271_1_28a.jpg,6013271_1_28b.jpg","","","","","","","",66753,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-1/29","Cook Premium Kit 7 Branco/Alecrim",1,9,"Cook Premium Kit 7 Branco/Alecrim","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_1_29a.jpg,6013271_1_29b.jpg","6013271_1_29a.jpg,6013271_1_29b.jpg","","","","","","","",66754,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-1/30","Cook Premium Kit 7 Branco/Pitanga",1,9,"Cook Premium Kit 7 Branco/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_1_30a.jpg,6013271_1_30b.jpg","6013271_1_30a.jpg,6013271_1_30b.jpg","","","","","","","",66756,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-2/2","Cook Premium Kit 7 Preto/Preto",1,9,"Cook Premium Kit 7 Preto/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_2_2a.jpg,6013271_2_2b.jpg","6013271_2_2a.jpg,6013271_2_2b.jpg","","","","","","","",38710,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-25/1","Cook Premium Kit 7 Cobre/Branco",1,9,"Cook Premium Kit 7 Cobre/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_25_1a.jpg,6013271_25_1b.jpg","6013271_25_1a.jpg,6013271_25_1b.jpg","","","","","","","",66757,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-25/2","Cook Premium Kit 7 Cobre/Preto",1,9,"Cook Premium Kit 7 Cobre/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_25_2a.jpg,6013271_25_2b.jpg","6013271_25_2a.jpg,6013271_25_2b.jpg","","","","","","","",66758,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013271-26/30","Cook Premium Kit 7 Eco Metalic/Pitanga",1,9,"Cook Premium Kit 7 Eco Metalic/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013271_26_30a.jpg,6013271_26_30b.jpg","6013271_26_30a.jpg,6013271_26_30b.jpg","","","","","","","",66762,0,"",0,"","",0,0,"","","",0,0,"",True,False,146,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-1/1","Cook Premium Kit 8 Branco/Branco",2,19,"Cook Premium Kit 8 Branco/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_1_1a.jpg,6013272_1_1b.jpg","6013272_1_1a.jpg,6013272_1_1b.jpg","","","","","","","",38374,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-1/27","Cook Premium Kit 8 Branco/Lavanda",2,19,"Cook Premium Kit 8 Branco/Lavanda","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_1_27a.jpg,6013272_1_27b.jpg","6013272_1_27a.jpg,6013272_1_27b.jpg","","","","","","","",66755,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-1/28","Cook Premium Kit 8 Branco/IpÃª",2,19,"Cook Premium Kit 8 Branco/IpÃª","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_1_28a.jpg,6013272_1_28b.jpg","6013272_1_28a.jpg,6013272_1_28b.jpg","","","","","","","",66753,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-1/29","Cook Premium Kit 8 Branco/Alecrim",2,19,"Cook Premium Kit 8 Branco/Alecrim","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_1_29a.jpg,6013272_1_29b.jpg","6013272_1_29a.jpg,6013272_1_29b.jpg","","","","","","","",66754,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-1/30","Cook Premium Kit 8 Branco/Pitanga",2,19,"Cook Premium Kit 8 Branco/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_1_30a.jpg,6013272_1_30b.jpg","6013272_1_30a.jpg,6013272_1_30b.jpg","","","","","","","",66756,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-2/2","Cook Premium Kit 8 Preto/Preto",2,19,"Cook Premium Kit 8 Preto/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_2_2a.jpg,6013272_2_2b.jpg","6013272_2_2a.jpg,6013272_2_2b.jpg","","","","","","","",38710,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-25/1","Cook Premium Kit 8 Cobre/Branco",2,19,"Cook Premium Kit 8 Cobre/Branco","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_25_1a.jpg,6013272_25_1b.jpg","6013272_25_1a.jpg,6013272_25_1b.jpg","","","","","","","",66757,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-25/2","Cook Premium Kit 8 Cobre/Preto",2,19,"Cook Premium Kit 8 Cobre/Preto","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_25_2a.jpg,6013272_25_2b.jpg","6013272_25_2a.jpg,6013272_25_2b.jpg","","","","","","","",66758,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
"IDProduto não encontrado","A","Cook Premium",0,"6013272-26/30","Cook Premium Kit 8 Eco Metalic/Pitanga",2,19,"Cook Premium Kit 8 Eco Metalic/Pitanga","","",False,1000,5,False,0,0,0,0,0,0,"03/01/2017","1/1/2049",True,True,"6013272_26_30a.jpg,6013272_26_30b.jpg","6013272_26_30a.jpg,6013272_26_30b.jpg","","","","","","","",66762,0,"",0,"","",0,0,"","","",0,0,"",True,False,182,5,34,26,5,"","A","","","","",""
